"","h1n1_concern","h1n1_knowledge","behavioral_antiviral_meds","behavioral_avoidance","behavioral_face_mask","behavioral_wash_hands","behavioral_large_gatherings","behavioral_outside_home","behavioral_touch_face","doctor_recc_h1n1","doctor_recc_seasonal","chronic_med_condition","child_under_6_months","health_worker","health_insurance","opinion_h1n1_vacc_effective","opinion_h1n1_risk","opinion_h1n1_sick_from_vacc","opinion_seas_vacc_effective","opinion_seas_risk","opinion_seas_sick_from_vacc","age_group","education","race","sex","income_poverty","marital_status","rent_or_own","employment_status","hhs_geo_region","census_msa","household_adults","household_children","employment_industry","employment_occupation","h1n1_vaccine","seasonal_vaccine"
"25665",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,2,1,1,"45-54","Grad","White","Female","<=75K","Married","Own","unEmp","J","Principle",1,2,"","",FALSE,FALSE
"25666",0,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,4,4,5,4,1,"65+","Grad","White","Male","<=75K","Married","Own","~Labor","F","Not Principle",1,0,"","",TRUE,TRUE
"25670",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,2,2,5,1,2,"18-34","12 Yrs","Hispanic","Female","Below Poverty","Not Married","Own","Emp","I","Principle",2,2,"a","a",FALSE,TRUE
"25671",3,1,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",5,2,4,4,2,4,"45-54","College","White","Male","<=75K","Not Married","Own","~Labor","F","Non",0,0,"","",FALSE,TRUE
"25674",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"1",4,1,1,5,1,1,"45-54","College","White","Male","<=75K","Married","Own","Emp","F","Not Principle",1,2,"a","a",FALSE,FALSE
"25676",2,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"1",5,4,5,5,2,4,"45-54","<12 Yrs","White","Female","<=75K","Not Married","Own","Emp","B","Non",0,0,"j","u",TRUE,TRUE
"25677",2,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,2,4,1,2,"45-54","12 Yrs","Black","Female","<=75K","Married","Own","Emp","F","Principle",1,0,"f","j",FALSE,FALSE
"25678",2,0,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,4,4,4,2,4,"35-44","12 Yrs","Hispanic","Male","Below Poverty","Not Married","Rent","~Labor","I","Not Principle",0,0,"","",FALSE,FALSE
"25679",0,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"1",4,2,2,4,2,2,"35-44","Grad","Black","Female","<=75K","Not Married","Own","Emp","G","Non",0,0,"c","c",FALSE,FALSE
"25680",0,1,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",5,1,1,5,1,1,"65+","College","White","Male","Below Poverty","Married","Rent","unEmp","H","Not Principle",1,1,"","",FALSE,FALSE
"25681",2,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"0",4,4,4,5,4,2,"45-54","12 Yrs","Other","Male","Below Poverty","Not Married","Own","Emp","F","Non",1,3,"b","d",FALSE,TRUE
"25683",1,0,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,4,4,1,2,"35-44","College","White","Male","<=75K","Married","Own","Emp","E","Non",1,3,"h","b",FALSE,FALSE
"25685",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,1,5,2,2,5,"45-54","Grad","Other","Female",">75K","Married","Own","Emp","H","Not Principle",1,0,"","b",FALSE,FALSE
"25688",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,2,1,4,2,1,"55-64","Grad","White","Male",">75K","Married","Own","Emp","F","Non",1,0,"h","b",TRUE,TRUE
"25689",1,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,5,2,1,"55-64","Grad","White","Male",">75K","Married","Own","~Labor","J","Non",1,0,"","",FALSE,TRUE
"25691",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",5,1,2,5,4,2,"18-34","12 Yrs","Other","Male","<=75K","Not Married","Rent","~Labor","D","Not Principle",1,0,"","",FALSE,FALSE
"25692",0,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,4,2,1,"65+","<12 Yrs","White","Female",">75K","Not Married","Own","Emp","B","Not Principle",0,0,"d","i",FALSE,FALSE
"25694",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",5,4,5,5,5,5,"45-54","Grad","White","Female",">75K","Married","Own","~Labor","B","Not Principle",1,2,"","",TRUE,TRUE
"25698",2,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"0",4,1,2,4,2,2,"35-44","12 Yrs","White","Female","Below Poverty","Not Married","Rent","Emp","F","Principle",1,0,"b","s",FALSE,FALSE
"25700",1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"1",5,1,1,4,1,1,"55-64","Grad","White","Female",">75K","Not Married","Own","unEmp","H","Not Principle",2,0,"","",FALSE,TRUE
"25702",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"1",4,2,1,5,4,1,"55-64","Grad","White","Male",">75K","Not Married","Own","Emp","G","Not Principle",0,0,"a","m",TRUE,TRUE
"25703",2,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",5,1,5,5,4,1,"45-54","<12 Yrs","Other","Female","Below Poverty","Not Married","Rent","~Labor","J","Not Principle",0,2,"","",FALSE,TRUE
"25704",3,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",5,4,2,5,4,2,"45-54","College","White","Female","<=75K","Not Married","Own","unEmp","H","Not Principle",0,0,"","",FALSE,TRUE
"25705",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,4,2,5,2,2,"55-64","College","White","Female","<=75K","Not Married","Own","~Labor","F","Not Principle",1,0,"","",TRUE,TRUE
"25707",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,5,2,2,"65+","Grad","White","Male","<=75K","Married","Rent","~Labor","B","Not Principle",2,0,"","",FALSE,TRUE
"25708",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",5,1,2,4,4,2,"45-54","Grad","Other","Female",">75K","Married","Own","Emp","G","Principle",1,0,"k","h",FALSE,TRUE
"25709",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"1",4,5,4,5,4,4,"55-64","Grad","White","Female","<=75K","Married","Own","Emp","H","Non",1,0,"c","c",TRUE,TRUE
"25712",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,"1",4,2,1,4,1,1,"45-54","12 Yrs","White","Female","<=75K","Married","Own","Emp","C","Non",1,0,"i","d",TRUE,TRUE
"25713",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",2,4,2,4,4,1,"55-64","College","White","Male","<=75K","Not Married","Own","Emp","C","Non",1,0,"j","r",FALSE,FALSE
"25715",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,4,1,1,"55-64","12 Yrs","White","Male","<=75K","Not Married","Own","Emp","C","Non",0,0,"e","u",FALSE,FALSE
"25719",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,1,4,5,4,1,"55-64","Grad","White","Male",">75K","Married","Own","~Labor","A","Non",1,0,"","",TRUE,TRUE
"25720",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,1,2,5,2,1,"65+","Grad","White","Male","<=75K","Not Married","Own","~Labor","F","Principle",0,0,"","",FALSE,TRUE
"25721",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"1",4,2,4,4,2,4,"18-34","Grad","White","Male","<=75K","Not Married","Rent","Emp","D","Not Principle",0,0,"a","m",TRUE,TRUE
"25722",1,2,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",4,4,1,2,4,1,"18-34","Grad","White","Female","<=75K","Not Married","Rent","Emp","D","Not Principle",0,0,"i","q",FALSE,FALSE
"25723",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",3,5,2,5,5,2,"45-54","Grad","White","Male",">75K","Married","Own","Emp","H","Principle",1,3,"i","m",TRUE,TRUE
"25725",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,1,1,4,1,1,"35-44","<12 Yrs","White","Female","Below Poverty","Not Married","Own","unEmp","H","Not Principle",0,0,"","",FALSE,FALSE
"25726",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"1",4,2,2,5,4,2,"55-64","12 Yrs","White","Male","<=75K","Married","Own","Emp","J","Not Principle",1,0,"e","g",FALSE,TRUE
"25727",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",5,2,4,4,2,2,"45-54","Grad","Black","Female",">75K","Married","Own","Emp","G","Not Principle",1,2,"c","c",FALSE,FALSE
"25728",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,1,2,4,2,2,"55-64","Grad","White","Male","<=75K","Not Married","Own","Emp","A","Non",0,0,"k","o",TRUE,TRUE
"25730",2,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"0",5,1,1,5,1,1,"65+","<12 Yrs","Black","Male","<=75K","Not Married","Rent","~Labor","E","Not Principle",0,1,"","",FALSE,FALSE
"25732",2,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"1",4,2,4,4,2,1,"65+","12 Yrs","White","Female","","Not Married","Own","~Labor","G","Principle",0,0,"","",FALSE,TRUE
"25734",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,2,2,2,1,1,"55-64","12 Yrs","White","Male","<=75K","Married","Own","Emp","E","Principle",2,2,"j","r",FALSE,FALSE
"25735",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,4,4,4,4,4,"55-64","12 Yrs","White","Female",">75K","Married","Rent","~Labor","B","Not Principle",1,0,"","",TRUE,TRUE
"25736",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,"1",4,2,2,4,2,1,"55-64","12 Yrs","White","Female","<=75K","Not Married","Own","Emp","C","Non",1,0,"a","a",FALSE,FALSE
"25737",2,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,1,1,4,1,1,"55-64","Grad","White","Male",">75K","Married","Own","~Labor","I","Principle",1,0,"","",FALSE,FALSE
"25739",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,4,4,4,4,4,"35-44","Grad","White","Female",">75K","Married","Own","Emp","B","Principle",1,2,"c","c",TRUE,TRUE
"25740",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",5,5,1,5,5,1,"45-54","College","White","Female",">75K","Married","Own","~Labor","B","Not Principle",1,2,"","",TRUE,TRUE
"25743",1,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",3,1,1,3,4,1,"45-54","Grad","White","Male",">75K","Married","Own","Emp","G","Not Principle",2,1,"k","b",FALSE,TRUE
"25744",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,2,2,4,1,1,"55-64","Grad","White","Female","<=75K","Not Married","Own","~Labor","A","Not Principle",0,0,"","",TRUE,TRUE
"25748",2,1,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,2,2,4,2,4,"55-64","12 Yrs","White","Female","<=75K","Married","Own","unEmp","C","Principle",1,1,"","",FALSE,FALSE
"25751",1,1,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,2,2,4,2,2,"65+","12 Yrs","White","Female","<=75K","Married","Own","~Labor","A","Principle",1,0,"","",FALSE,FALSE
"25755",0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",1,1,1,1,1,4,"65+","12 Yrs","White","Female","<=75K","Not Married","Own","~Labor","C","Not Principle",1,0,"","",FALSE,FALSE
"25758",3,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"1",4,2,1,4,2,1,"35-44","College","Black","Male","Below Poverty","Not Married","Rent","Emp","G","Not Principle",1,0,"i","n",FALSE,FALSE
"25760",1,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",3,2,2,5,2,4,"55-64","College","White","Female","<=75K","Married","Own","~Labor","E","Non",1,0,"","",FALSE,TRUE
"25761",1,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",5,4,1,5,5,1,"65+","12 Yrs","White","Female","<=75K","Married","Own","~Labor","A","Non",1,0,"","",TRUE,TRUE
"25762",2,2,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,4,4,4,4,1,"45-54","College","White","Male","<=75K","Married","Own","Emp","H","Principle",1,0,"o","r",TRUE,TRUE
"25763",3,2,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,4,4,4,5,4,"35-44","Grad","White","Male","<=75K","Married","Rent","~Labor","B","Non",1,1,"","",TRUE,TRUE
"25765",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,2,2,4,4,4,"35-44","College","White","Female",">75K","Married","Own","~Labor","C","Not Principle",1,2,"","",FALSE,TRUE
"25766",0,0,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",3,1,1,3,1,1,"55-64","12 Yrs","White","Male","<=75K","Not Married","Own","Emp","H","Principle",1,0,"e","g",FALSE,FALSE
"25767",1,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",5,5,1,4,2,1,"18-34","College","White","Female",">75K","Not Married","Rent","~Labor","D","Principle",3,0,"","",TRUE,FALSE
"25768",2,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",5,4,5,5,5,4,"35-44","College","White","Female","<=75K","Not Married","Rent","Emp","A","Not Principle",0,0,"a","a",TRUE,TRUE
"25769",0,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",3,2,2,4,2,1,"18-34","Grad","White","Male",">75K","Not Married","Own","Emp","C","Principle",0,0,"","j",FALSE,FALSE
"25771",2,2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,4,2,4,2,2,"35-44","Grad","White","Male",">75K","Not Married","Own","Emp","C","Principle",0,0,"a","h",TRUE,TRUE
"25772",1,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"0",2,5,2,5,2,2,"18-34","<12 Yrs","Hispanic","Male","Below Poverty","Married","Rent","Emp","F","Principle",3,3,"e","g",FALSE,FALSE
"25773",3,1,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"0",4,2,2,4,1,2,"45-54","<12 Yrs","White","Male","<=75K","Not Married","","unEmp","F","Non",0,0,"","",FALSE,FALSE
"25774",2,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,4,5,1,1,"55-64","12 Yrs","White","Male","<=75K","Not Married","Own","~Labor","C","Principle",0,0,"","",FALSE,FALSE
"25777",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"1",5,2,1,5,4,4,"45-54","Grad","White","Female","<=75K","Not Married","Own","Emp","J","Principle",0,0,"c","m",TRUE,FALSE
"25778",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,"1",2,2,4,5,1,1,"65+","Grad","White","Female","<=75K","Not Married","Rent","~Labor","C","Principle",0,0,"","",FALSE,TRUE
"25780",3,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"1",3,5,4,5,4,1,"45-54","Grad","White","Female",">75K","Not Married","Own","Emp","C","Not Principle",0,0,"c","m",TRUE,TRUE
"25785",3,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,4,4,5,5,5,"65+","Grad","Other","Male","Below Poverty","Married","","~Labor","H","Principle",1,0,"","",FALSE,FALSE
"25786",1,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",4,1,1,5,4,2,"18-34","12 Yrs","White","Female","<=75K","Not Married","Rent","Emp","F","Principle",1,0,"a","a",TRUE,FALSE
"25788",1,1,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,4,1,2,"45-54","12 Yrs","White","Male","<=75K","Married","Own","Emp","A","Non",1,0,"h","b",FALSE,FALSE
"25790",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,2,2,4,2,2,"35-44","College","White","Female","<=75K","Married","Own","Emp","G","Not Principle",1,3,"q","i",FALSE,FALSE
"25791",2,2,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",2,2,2,5,2,1,"45-54","12 Yrs","White","Female","","Married","","~Labor","H","Not Principle",1,0,"","",FALSE,TRUE
"25793",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,4,4,2,2,"35-44","Grad","Hispanic","Male",">75K","Married","Own","Emp","I","Not Principle",1,1,"a","a",TRUE,FALSE
"25794",0,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,3,2,4,2,1,"55-64","12 Yrs","White","Male","<=75K","Not Married","Rent","~Labor","D","Non",0,0,"","",FALSE,FALSE
"25795",1,2,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",5,2,1,4,4,1,"55-64","College","White","Male","","Married","Own","unEmp","G","Not Principle",1,0,"","",TRUE,TRUE
"25796",1,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,2,2,2,2,1,"18-34","Grad","White","Male","<=75K","Married","Own","Emp","E","Not Principle",1,3,"n","a",FALSE,FALSE
"25799",3,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",5,4,5,4,5,5,"45-54","Grad","White","Male",">75K","Married","Own","~Labor","H","Principle",1,1,"","",TRUE,TRUE
"25800",1,2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,4,2,2,"55-64","Grad","White","Female",">75K","Married","Own","Emp","E","Non",1,0,"f","i",FALSE,TRUE
"25802",2,1,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"0",3,4,5,5,4,5,"18-34","<12 Yrs","White","Male","Below Poverty","Married","","~Labor","F","Non",1,0,"","",FALSE,FALSE
"25803",1,1,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",1,1,4,4,1,2,"65+","12 Yrs","Black","Female","<=75K","Not Married","Own","~Labor","H","Principle",1,1,"","",FALSE,FALSE
"25808",0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"0",2,1,4,4,2,2,"45-54","Grad","White","Male","<=75K","Not Married","Own","unEmp","J","Principle",0,0,"","",FALSE,FALSE
"25810",2,1,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,1,4,4,1,"55-64","Grad","White","Male","<=75K","Married","Own","Emp","D","Non",1,0,"c","c",TRUE,TRUE
"25811",0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",4,1,1,4,1,1,"65+","12 Yrs","White","Male","Below Poverty","Not Married","Rent","~Labor","A","Non",0,0,"","",FALSE,FALSE
"25812",3,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"1",5,2,5,4,1,4,"45-54","College","White","Female","<=75K","Married","Own","Emp","E","Non",1,0,"l","u",FALSE,FALSE
"25815",1,2,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"1",4,4,2,4,4,2,"18-34","Grad","White","Female",">75K","Married","Own","Emp","C","Non",1,3,"i","m",TRUE,TRUE
"25816",2,2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"1",4,4,1,5,4,1,"65+","Grad","White","Female","<=75K","Married","Own","~Labor","F","Not Principle",1,0,"","",FALSE,TRUE
"25817",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"1",4,1,1,4,4,1,"55-64","Grad","Other","Male",">75K","Married","Own","unEmp","C","Not Principle",1,0,"","",TRUE,TRUE
"25818",2,2,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,4,4,5,4,1,"65+","Grad","White","Female",">75K","Married","Own","~Labor","D","Principle",1,0,"","",TRUE,TRUE
"25819",1,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,4,2,1,"55-64","12 Yrs","White","Female","<=75K","Married","Own","~Labor","E","Non",1,0,"","",FALSE,FALSE
"25820",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,2,4,1,2,"45-54","Grad","Black","Female","<=75K","Married","Own","Emp","F","Not Principle",1,3,"c","c",FALSE,TRUE
"25821",3,1,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",5,4,4,5,4,2,"65+","12 Yrs","White","Male","Below Poverty","Not Married","Rent","~Labor","J","Non",2,0,"","",TRUE,TRUE
"25823",3,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,2,5,5,4,1,"55-64","College","White","Male","<=75K","Not Married","Own","Emp","D","Principle",0,0,"e","g",TRUE,FALSE
"25827",1,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"1",4,2,1,4,4,4,"55-64","College","White","Female","<=75K","Married","Own","~Labor","C","Not Principle",1,0,"","",TRUE,TRUE
"25828",2,1,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,"1",3,1,1,3,2,1,"65+","College","White","Female","<=75K","Not Married","Own","~Labor","G","Not Principle",0,0,"","",FALSE,FALSE
"25829",1,1,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"1",4,5,1,5,5,2,"55-64","12 Yrs","White","Female","<=75K","Not Married","Own","Emp","B","Principle",0,0,"c","q",TRUE,TRUE
"25831",2,2,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"1",4,1,1,5,1,1,"55-64","Grad","White","Male",">75K","Married","Own","Emp","F","Non",2,0,"f","t",FALSE,TRUE
